BeerID,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount
55464,9,20.82,1.042,1.01,4.09,57,21.78,28.39,60,1.03,35,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
31951,45,23.09,1.046,1.011,4.62,13.1,4.92,28.39,60,1.038,75,1.4,Specific Gravity,All Grain,0.75,18.33,N/A,N/A
10364,7,45.42,1.064,1.018,6.04,81.55,5.96,47.32,60,1.061,70,0.85,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
49471,159,20.82,1.059,1.014,5.87,52.36,10.93,23.66,60,1.052,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
41256,86,41.64,1.09,1.02,9.2,98.29,7.74,53,60,1.071,70,1.3,Specific Gravity,All Grain,N/A,17.22,N/A,N/A
45416,111,15.14,1.06,1.011,6.43,78.34,5.75,26.5,90,1.034,57,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
28367,45,21,1.046,1.008,4.97,20.09,6.6,28.5,60,1.034,70,2.4,Specific Gravity,All Grain,N/A,17,N/A,N/A
693,155,45.42,1.066,1.016,6.85,29.88,10.42,53,60,1.044,70,1.125,Specific Gravity,All Grain,N/A,20,krausening,N/A
53307,10,18.93,1.056,1.015,5.44,26.46,3.99,24.61,60,1.043,65,1.25,Specific Gravity,All Grain,0.35,17.78,Keg,N/A
62905,36,18.93,1.068,1.012,7.32,51.85,45.94,11.36,60,1.113,35,N/A,Specific Gravity,Partial Mash,2,N/A,N/A,N/A
12206,170,18.93,1.067,1.017,6.64,16.86,14.52,11.36,60,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
9207,11,12.3,1.059,1.015,5.79,37.12,34.81,15.14,60,1.048,75,1.31,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
57139,93,5.68,1.044,1.011,4.29,35.28,34.01,7.57,60,1.033,95,1.75,Specific Gravity,All Grain,N/A,18.33,N/A,N/A
68104,24,23,1.04,1.006,4.47,13.59,2.88,27,60,1.034,65,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
42034,28,21,1.052,1.012,5.29,38.74,4.31,28.5,60,1.039,78,3,Specific Gravity,All Grain,0.75,23,N/A,N/A
57536,134,17.03,1.058,1.01,6.29,27.4,6,28.39,90,1.035,70,1.3,Specific Gravity,All Grain,0.75,24.44,N/A,N/A
36349,14,42,1.047,1.009,5.1,22.88,5.02,55,90,1.036,70,3,Specific Gravity,All Grain,N/A,18,N/A,N/A
32550,132,41.64,1.103,1.026,10.11,75.9,45.09,47.32,60,1.09,68,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
42397,5,22.71,1.163,1.029,17.62,173.73,15.47,28.39,60,1.131,65,1.25,Specific Gravity,All Grain,N/A,16.67,N/A,N/A
51089,75,20.82,1.049,1.012,4.96,14.69,4.81,26.5,60,1.039,60,2,Specific Gravity,All Grain,0.5,20,N/A,N/A
59591,45,20.82,1.038,1.007,4.07,19.53,3.35,28.39,60,1.028,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
13203,27,19,1.037,1.005,4.27,7.02,2.81,23,60,1.031,70,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A
7821,81,50,1.048,1.009,5.15,30.39,4.11,64,90,1.038,80,3,Specific Gravity,All Grain,1.5,10,N/A,N/A
57676,87,46,1.084,1.017,8.87,0,45.4,56,60,1.069,75,2.5,Specific Gravity,All Grain,0.75,24,N/A,N/A
53732,92,18.93,1.056,1.015,5.35,34.63,28.38,22.71,60,1.047,70,1.5,Specific Gravity,All Grain,N/A,20.56,N/A,N/A
54100,87,25,1.099,1.024,9.84,64.14,34.96,33,120,1.075,78.5,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
26213,10,50,1.051,1.009,5.48,35.94,7.03,53,60,1.048,70,N/A,Specific Gravity,BIAB,0.75,18,Sukkerlake,6 gram/liter
36544,165,23,1.076,1.019,7.51,20.85,30.05,23,75,1.076,35,N/A,Specific Gravity,extract,2,N/A,N/A,N/A
63528,20,22.71,1.057,1.005,6.79,21.14,5.59,26.5,60,1.039,71,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A
32082,7,20.82,1.061,1.014,6.16,66.46,6.16,28.39,90,1.045,70,1.33,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
19371,21,22.7,1.102,1.029,9.5,34.23,15.86,26.5,75,1.087,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
39356,169,25,1.048,1.011,4.86,19.58,4.38,30,90,1.04,65,1.5,Specific Gravity,All Grain,N/A,22,N/A,N/A
7997,111,18.93,1.038,1.011,3.5,0,3,24.68,60,N/A,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
49511,151,22.71,1.065,1.012,6.91,73.63,9.5,28.39,60,1.052,70,1.525,Specific Gravity,All Grain,0.35,15.56,N/A,N/A
42942,7,41.64,1.066,1.015,6.69,72.95,5.8,49.21,60,1.056,75,1.48,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
42413,151,18.93,1.059,1.015,5.81,21.89,11.98,24.61,90,1.046,70,1.5,Specific Gravity,All Grain,0.75,20,Corn sugar,3/4 cup
68237,49,3.6,19.991,3.09674,9.3,54.62,9.28,7.1,90,10.5,75,N/A,Plato,BIAB,1.75,18,N/A,N/A
21929,86,20.82,1.108,1.027,10.66,121.91,15.65,22.71,60,1.099,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A
21952,170,72,1.043,1.01,4.31,6.4,3.76,80,60,1.038,70,3,Specific Gravity,All Grain,0.35,19,N/A,N/A
45750,22,21,1.072,1.017,7.3,13.18,15.72,11,60,1.138,70,N/A,Specific Gravity,Partial Mash,1,20,N/A,N/A
18264,52,15.14,1.077,1.02,7.5,36.66,15.96,18.93,90,1.062,68,N/A,Specific Gravity,BIAB,1.5,21.11,N/A,N/A
70991,94,15,1.048,1.011,4.75,18.24,4.41,10,60,1.072,75,3.1,Specific Gravity,All Grain,N/A,22,N/A,N/A
42701,9,25,1.033,1.009,3.14,30.85,3.27,25,15,1.033,80,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
60465,26,21.96,1.061,1.015,6.03,35.76,4.53,24.42,60,1.028,35,N/A,Specific Gravity,extract,N/A,N/A,Keg,22 psi
40973,9,20.82,1.042,1.011,4.16,24.59,5.62,30.28,40,1.029,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A
65174,169,22.71,1.052,1.016,4.75,15.14,3.92,30.28,90,1.039,65,1.5,Specific Gravity,All Grain,N/A,23.33,N/A,N/A
52679,10,22.71,1.053,1.013,5.26,32.16,9.64,26.5,60,1.045,75,1.5,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
32498,86,75,16.639,2.97803,7.42,76.75,34.93,86,90,14.6,80,3,Plato,All Grain,1,18,N/A,N/A
41704,56,22.71,1.07,1.012,7.68,317.76,7.48,28.39,90,1.051,75,1.3,Specific Gravity,All Grain,1,20,N/A,N/A
24593,39,20.82,1.06,1.012,6.24,32.1,7,28.39,60,1.044,70,1.5,Specific Gravity,All Grain,1,20,N/A,N/A
45997,36,20,1.085,1.021,8.35,43.87,13.21,28.5,90,1.06,75,0.8,Specific Gravity,All Grain,0.35,20,N/A,N/A
60784,7,20.82,1.088,1.029,7.73,102.54,5.76,28.39,60,1.065,75,1.5,Specific Gravity,All Grain,0.5,19.44,N/A,N/A
50590,12,20.82,1.058,1.02,4.95,0,35.49,23.09,60,1.052,65,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
22874,63,14.38,1.084,1.011,9.62,52.33,8.13,18.93,90,1.064,70,N/A,Specific Gravity,BIAB,N/A,21.11,N/A,N/A
37727,7,10.41,1.059,1.017,5.45,54.56,5.01,15.14,60,1.04,70,N/A,Specific Gravity,BIAB,0.35,21.11,N/A,N/A
45167,169,9,1.049,1.012,4.86,13.99,3.85,15,70,1.03,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
66780,11,24.61,1.053,1.016,4.89,39.97,25.99,30.28,60,1.043,75,1.5,Specific Gravity,All Grain,N/A,19.44,N/A,N/A
71989,65,22.71,1.087,1.017,9.29,76.88,15.28,28.39,75,1.064,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
53026,162,10,1.057,1.014,5.6,17.74,41.28,4,60,1.142,35,N/A,Specific Gravity,extract,N/A,22,N/A,N/A
73236,170,54,1.051,1.012,5.13,14.5,4.16,66,60,1.042,75,5.25,Specific Gravity,All Grain,N/A,20,N/A,N/A
50503,134,20,1.059,1.012,6.12,32.27,3.96,26,60,1.045,78,2.5,Specific Gravity,All Grain,N/A,21,N/A,N/A
15582,7,20.82,1.057,1.011,6.12,34.5,6.3,22.71,60,1.052,70,N/A,Specific Gravity,All Grain,N/A,23.89,N/A,N/A
46252,148,20.82,1.075,1.019,7.24,0,35.06,28.39,60,1.055,65,1.2,Specific Gravity,All Grain,0.5,21.11,N/A,N/A
43323,30,23.5,1.075,1.016,7.64,44.31,7.83,28.5,60,1.062,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
46973,7,37.85,1.077,1.022,7.16,122.75,6.42,41.64,60,1.07,75,N/A,Specific Gravity,All Grain,0.5,18.89,N/A,N/A
17963,7,20.82,1.076,1.019,7.54,74.91,8.59,28.96,60,1.055,70,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A
54894,10,18.93,1.052,1.011,5.4,48.71,7.75,28.39,60,1.034,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
41273,84,22.71,1.064,1.016,6.32,36.48,7.46,28.39,90,1.052,70,1.5,Specific Gravity,All Grain,1.75,N/A,N/A,N/A
53139,24,21.5,1.061,1.013,6.36,20.6,7.05,28.5,75,1.046,65,N/A,Specific Gravity,BIAB,N/A,22,Sugar,?? g
41837,7,18.93,1.055,1.011,5.7,65.17,8.02,11.36,60,1.091,35,N/A,Specific Gravity,extract,0.5,20.56,N/A,N/A
7699,7,21,1.059,1.013,6.15,58.65,3.91,28.5,60,1.044,75,N/A,Specific Gravity,BIAB,N/A,19,N/A,N/A
53752,45,55,1.05,1.009,5.36,21.65,4.09,65,60,1.031,65,2.5,Specific Gravity,All Grain,N/A,18,N/A,N/A
32809,39,20.82,1.056,1.011,5.96,17.97,8.02,28.39,90,1.041,70,N/A,Specific Gravity,BIAB,N/A,18.89,corn sugar,N/A
63372,7,18.93,1.07,1.017,6.97,73.88,6.48,28.39,60,1.046,60,1.25,Specific Gravity,All Grain,0.75,25,N/A,N/A
12622,7,45,1.057,1.01,6.21,55.4,11.86,50,60,1.051,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
42140,9,55,11.1868,2.09476,4.83,31,8.28,60,60,10.3,75,3,Plato,All Grain,0.5,18,N/A,N/A
25926,39,20.82,1.023,1.006,2.21,0,2.4,28.39,60,1.017,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
48538,7,19.87,1.07,1.018,6.88,51.1,9.32,23.66,60,1.059,70,1.25,Specific Gravity,All Grain,N/A,17.22,N/A,N/A
22907,27,143.85,1.035,1.007,3.76,8.53,2.9,151.42,90,1.034,35,N/A,Specific Gravity,extract,0.75,18.33,N/A,N/A
49559,10,12.4,1.08,1.019,7.97,68.68,9.77,16,60,1.062,65,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
69963,10,30,1.053,1.01,5.64,39.05,9.32,40.2,60,1.04,75,2.5,Specific Gravity,All Grain,0.5,20,N/A,N/A
20216,63,11,1.091,1.023,8.95,67.42,9.95,14,60,1.071,75,3.1,Specific Gravity,All Grain,2,22,N/A,N/A
47320,56,10,1.086,1.016,9.16,29.88,8.03,15,60,1.057,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
43586,129,20.82,1.062,1.016,6.05,55.52,38.61,28.39,60,1.046,70,1.5,Specific Gravity,All Grain,1,17.78,N/A,N/A
36933,6,20.82,1.06,1.013,6.18,68.99,24.02,25.55,65,1.049,78,1.25,Specific Gravity,All Grain,0.75,18.33,keg,N/A
18642,86,22,1.072,1.014,7.62,50.43,7.84,30,60,1.053,70,3,Specific Gravity,All Grain,N/A,20,N/A,N/A
35526,37,23,1.045,1.014,4.07,22.27,21.09,28,60,1.037,70,N/A,Specific Gravity,All Grain,0.75,19,N/A,N/A
16627,4,25,1.051,1.011,5.27,31.03,17.03,35,60,1.037,73,3,Specific Gravity,All Grain,0.35,N/A,Sukkerlake,N/A
31272,65,23,1.052,1.009,5.6,54.54,6.44,26,70,1.046,70,3.1,Specific Gravity,All Grain,0.35,18,N/A,N/A
24517,5,18.93,1.098,1.022,9.99,114.51,12.94,11.36,60,1.164,35,N/A,Specific Gravity,Partial Mash,1,N/A,N/A,N/A
40251,151,20.82,1.073,1.016,7.93,91.27,11.5,28.39,70,1.054,65,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
32380,152,24.61,1.076,1.019,7.57,62.54,5.28,28.39,60,1.063,70,1.4,Specific Gravity,All Grain,0.75,20,N/A,N/A
19577,10,18.93,1.046,1.011,4.7,44.82,8.76,11.36,60,1.077,25,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
2980,7,11.36,1.065,1.015,6.53,61.97,7.24,11.36,60,1.065,35,N/A,Specific Gravity,extract,N/A,18.33,N/A,N/A
14017,43,41.64,1.092,1.017,9.8,32.23,17.26,45.42,75,1.084,78,1.2,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
61157,12,9,1.064,1.016,6.38,45.89,35.04,12,60,1.048,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
36040,75,42.5,1.058,1.007,6.61,3.88,5.11,50,90,1.049,77,3,Specific Gravity,All Grain,N/A,25,sukker,6.66 pr liter
1370,7,20.82,1.063,1.015,6.32,102.91,4.6,28.39,60,1.046,70,1.25,Specific Gravity,All Grain,0.35,20,N/A,N/A
45741,10,23,1.047,1.011,4.72,44.04,5.75,28,60,1.038,70,N/A,Specific Gravity,All Grain,0.75,18,N/A,N/A
28008,6,18.93,1.049,1.009,5.26,34.09,11.18,28.39,60,1.032,78,1.5,Specific Gravity,All Grain,N/A,18.33,N/A,N/A
16585,134,65,1.05,1.01,5.25,28.11,3.43,75,60,1.043,80,3,Specific Gravity,All Grain,0.5,19,N/A,N/A
70145,7,20.1,1.074,1.013,8.07,106.26,9.42,28.4,60,1.052,70,2.5,Specific Gravity,All Grain,1,21,N/A,N/A
1150,31,20.82,1.121,1.034,11.49,137.44,5.52,36.26,90,1.07,75,1.5,Specific Gravity,All Grain,2,8.89,N/A,N/A
25535,170,50,1.056,1.016,5.36,15.34,4.19,30,60,1.094,75,2.5,Specific Gravity,All Grain,1,18,N/A,N/A
39989,85,11,1.073,1.013,7.86,57.48,37.45,14,60,1.045,67,3,Specific Gravity,All Grain,1,16,N/A,N/A
37414,7,20.82,1.051,1.01,5.39,145.6,7.63,9.46,60,1.111,35,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
19983,10,20.82,1.065,1.015,6.56,35.37,5.04,28.39,60,1.047,65,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A
32983,10,39.75,1.057,1.011,6.11,55.73,5.72,22.71,60,1.1,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
12931,109,18.93,1.05,1.013,4.9,47.76,3.87,27.63,90,1.034,82,1.5,Specific Gravity,All Grain,0.35,12.22,N/A,N/A
70479,116,19,1.068,1.016,6.77,33.15,22.76,23,60,1.056,83,2.9,Specific Gravity,All Grain,N/A,18,N/A,N/A
57478,53,49.21,1.043,1.011,4.19,17.76,21.07,57.92,60,1.036,72,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
40520,72,25,1.073,1.019,7.01,50.18,40.2,35,60,1.052,75,2.8,Specific Gravity,All Grain,N/A,19,N/A,N/A
24802,162,30.28,1.073,1.021,6.89,41.34,41.45,35.96,60,1.062,75,1.5,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
1330,7,25,1.053,1.013,5.21,78.09,7.21,29,90,N/A,73,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
72734,10,25,1.047,1.012,4.54,40.81,6.85,30,60,1.039,70,N/A,Specific Gravity,BIAB,0.75,N/A,N/A,N/A
42159,7,35,1.047,1.008,5.13,36.12,5.38,42,60,1.039,75,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
38044,10,20,1.05,1.011,5.17,47.81,8.85,25.9,60,1.039,75,N/A,Specific Gravity,All Grain,1,19.4,Forced Carbonation,Keg with 12.54 PSI
26397,15,18.93,1.058,1.015,5.66,21.49,6.79,18.93,60,1.058,70,N/A,Specific Gravity,Partial Mash,0.35,14.44,N/A,N/A
47723,111,13.25,1.059,1.013,6.02,65.85,10.79,7.57,60,1.104,69,1.5,Specific Gravity,All Grain,N/A,12.78,N/A,N/A
49191,10,25,1.048,1.012,4.76,26.07,4.13,25,60,1.048,75,5,Specific Gravity,All Grain,0.5,22,N/A,N/A
55440,134,39.75,1.029,1.003,3.43,26.21,2.19,49.21,90,1.024,83,1.5,Specific Gravity,All Grain,0.75,23.89,N/A,N/A
11553,7,20.82,1.062,1.016,6.13,55.83,8.76,28.39,60,1.046,75,1,Specific Gravity,All Grain,N/A,17.78,N/A,N/A
36234,10,20.82,1.052,1.01,5.48,24.28,8.48,28.39,60,1.038,62,1.3,Specific Gravity,All Grain,N/A,22.78,N/A,N/A
64021,9,37.85,1.029,1.008,2.76,46.17,11.9,53,60,1.021,35,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
68992,9,20.82,1.043,1.011,4.22,16.99,7.11,25.55,60,1.035,65,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
69270,45,18.93,1.048,1.011,4.85,22.67,3.95,7.57,50,1.121,0,N/A,Specific Gravity,extract,N/A,19.44,N/A,N/A
69728,82,18.93,1.05,1.012,4.92,0,4.29,9.46,60,1.1,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
56223,9,18.93,1.006,1.001,0.55,0,0.31,30.28,60,1.004,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
25429,98,21,1.05,1.012,4.89,0,5.66,28.5,90,1.037,80,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
19373,13,28.39,1.069,1.018,6.64,40.32,12.29,35.96,60,1.054,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
13159,11,7.57,1.064,1.012,6.82,50.78,44.31,15.14,60,1.032,65,1.5,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
6127,54,18.93,1.087,1.022,8.55,0,15.73,15.14,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
50220,81,28,1.053,1.008,5.93,29.21,2.89,30,90,1.049,85,3,Specific Gravity,All Grain,1.5,10,N/A,N/A
67503,7,54,1.056,1.011,5.9,64.53,11.22,60,60,1.05,75,2.5,Specific Gravity,All Grain,1,17,N/A,N/A
29613,28,22.71,1.054,1.017,4.85,44.41,12.63,28.39,60,1.043,65,1.5,Specific Gravity,All Grain,0.35,19.44,N/A,N/A
17009,175,20.82,1.04,1.005,4.61,18.76,3.56,11.36,55,1.074,35,N/A,Specific Gravity,Partial Mash,0.35,22.22,Dextrose,5 oz
11532,30,7.57,1.045,1.008,4.82,21.34,4.13,11.36,120,1.03,75,1.5,Specific Gravity,All Grain,0.35,16.67,N/A,N/A
65740,167,22.71,1.051,1.013,4.98,21.56,12.79,28.39,75,1.041,75,N/A,Specific Gravity,BIAB,1.5,10,N/A,N/A
30136,158,20.82,1.056,1.013,5.59,0,4.1,28.39,60,1.041,65,1.5,Specific Gravity,All Grain,0.5,20,N/A,N/A
8434,131,37.85,1.055,1.015,5.18,10.02,15.22,56.78,60,1.037,70,1,Specific Gravity,All Grain,0.75,17.22,batch,200gms
19416,6,25,1.056,1.014,5.61,26.8,17.9,28,60,1.05,70,N/A,Specific Gravity,All Grain,N/A,18,N/A,N/A
30053,10,18.36,1.059,1.015,5.84,158,12.52,28.39,60,1.038,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
63215,65,30,1.05,1.008,5.48,82.02,8.76,40,90,1.038,80,N/A,Specific Gravity,BIAB,N/A,19,N/A,N/A
43973,175,17.03,1.045,1.012,4.27,21.79,3.69,21.48,75,1.036,75,3,Specific Gravity,All Grain,0.35,19.44,N/A,N/A
49943,10,41.64,1.051,1.011,5.31,38.8,9.2,53,60,1.04,70,1.5,Specific Gravity,All Grain,0.35,N/A,N/A,N/A
69774,10,20.82,1.052,1.015,4.89,25.27,6.68,28.39,60,1.038,65,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
27431,72,20.82,1.065,1.018,6.23,65.07,31.48,26.5,60,1.051,75,1.3,Specific Gravity,All Grain,1,18.33,N/A,N/A
50129,10,24.61,1.051,1.009,5.47,40.93,5.86,26.5,60,1.048,72,2,Specific Gravity,All Grain,N/A,19.44,N/A,N/A
69075,7,20.82,1.064,1.011,6.97,79.89,7.13,24.61,60,1.054,75,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A
2693,100,24.61,1.031,1.006,3.36,13.83,1.97,28.39,60,1.027,78,1.5,Specific Gravity,All Grain,N/A,10,N/A,N/A
3982,7,22.71,1.055,1.013,5.5,46.1,7.66,26.5,60,1.042,58,1.5,Specific Gravity,All Grain,0.75,21.11,N/A,N/A
44555,135,18.93,1.052,1.01,5.51,24.54,49.93,26.5,70,1.037,35,1.5,Specific Gravity,All Grain,N/A,10,N/A,N/A
59285,7,21.96,1.063,1.014,6.51,90.52,9.62,28.39,60,1.049,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
64790,24,27,1.052,1.012,5.22,26.22,8.88,34,60,1.041,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
11587,6,18.93,1.106,1.03,10.03,133.57,20.3,22.71,60,1.088,75,1.35,Specific Gravity,All Grain,0.35,15.56,N/A,N/A
67327,68,174.13,1.056,1.013,5.59,43.21,12.03,189.27,60,1.051,70,1.15,Specific Gravity,All Grain,0.75,18.33,N/A,N/A
43383,10,21,1.058,1.013,5.96,44.58,6.67,11,60,1.112,75,N/A,Specific Gravity,extract,N/A,18,N/A,N/A
33629,61,56,1.048,1.007,5.38,14.31,15.29,61,60,1.044,82,5,Specific Gravity,All Grain,N/A,20,N/A,N/A
46693,75,20.82,1.071,1.018,6.94,45.13,8.2,24.61,60,1.06,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
16791,92,37.85,1.054,1.015,5.06,27.54,15.96,45.42,60,1.045,70,1.25,Specific Gravity,All Grain,N/A,20.56,N/A,N/A
53452,38,41.64,1.058,1.017,5.34,25.03,13.99,53,60,1.045,80,1.5,Specific Gravity,All Grain,1.5,15.56,Forced Carb In Kegs,20 psi for 4 days.
27992,129,23.1,1.066,1.015,6.71,47.27,36.79,28,60,1.055,70,N/A,Specific Gravity,All Grain,0.75,19,N/A,N/A
12392,144,20.82,1.048,1.012,4.7,38.98,3.74,26.5,60,1.038,71,1.5,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
45821,30,20.82,1.052,1.012,5.21,36.24,3.79,28.39,60,1.038,72,1.25,Specific Gravity,All Grain,0.35,13.89,N/A,N/A
37655,26,21,1.077,1.014,8.28,24.2,4.64,25,60,1.065,70,3,Specific Gravity,All Grain,0.5,20,N/A,N/A
14328,115,18.93,1.057,1.016,5.41,26.25,10.2,26.5,60,1.041,72,1.5,Specific Gravity,All Grain,1.5,12.22,N/A,N/A
54638,9,1600,19.9894,3.15665,9.26,61.62,6.03,1800,60,17.9,82,3.2,Plato,All Grain,1,18,N/A,N/A
23843,21,19.87,1.09,1.015,9.85,27.87,19.54,13.25,60,1.135,67,N/A,Specific Gravity,Partial Mash,1,26.67,N/A,N/A
24938,169,20.82,1.052,1.012,5.21,10.07,3.81,15.14,60,1.043,70,N/A,Specific Gravity,Partial Mash,0.35,17.78,corn sugar,6.1 oz
52686,7,39.75,1.068,1.014,7.03,75.52,9.97,48.26,60,1.056,65,1.2,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
68733,7,20.82,1.069,1.015,7.13,58.87,5.12,24.61,60,1.058,65,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
22649,48,23,1.056,1.011,5.89,21.52,24.51,32,60,1.04,75,3,Specific Gravity,All Grain,1.5,12,N/A,N/A
54455,10,21,1.053,1.01,5.68,40.13,5.92,28.5,60,1.039,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
55928,10,18,1.056,1.014,5.5,33.87,8.56,25,60,1.04,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
11643,15,22.71,1.052,1.013,5.1,12.6,4.79,26.5,60,1.044,60,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
53595,7,18.93,1.065,1.015,6.55,47.65,4.87,24.61,40,1.05,58,1.5,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
28209,134,18.93,1.057,1.015,5.55,27.7,3.71,28.39,60,1.038,75,1.5,Specific Gravity,All Grain,0.35,23.89,N/A,N/A
17590,6,19.31,1.049,1.011,4.98,34.31,24.84,24.61,60,1.039,58,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
5291,134,22.71,1.093,1.028,8.5,35.62,9.24,31.23,90,1.067,70,1.5,Specific Gravity,All Grain,1,32.22,N/A,N/A
69804,19,14,1.079,1.028,6.67,34.41,37.57,18,70,1.061,81,3.56,Specific Gravity,All Grain,0.75,18,N/A,N/A
18775,10,20.82,1.058,1.015,5.61,43.36,5.43,28.39,60,1.042,80,1.5,Specific Gravity,All Grain,0.75,18.89,N/A,N/A
17507,168,20.82,1.108,1.03,10.22,31.33,18.77,28.39,90,1.079,70,1.25,Specific Gravity,All Grain,1.25,18.33,N/A,N/A
8502,162,20.82,1.058,1.019,5.15,37.77,50,28.39,90,1.043,75,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
41941,94,11,1.045,1.01,4.59,36.07,4.53,14,60,1.035,60,3,Specific Gravity,All Grain,0.5,15,N/A,N/A
28411,31,23,1.048,1.012,4.81,26.06,3.1,27,90,1.041,70,3,Specific Gravity,All Grain,1.5,11,N/A,N/A
72189,168,22.71,1.119,1.032,11.36,28.96,24.79,30.28,90,1.089,75,1.3,Specific Gravity,All Grain,0.35,21.11,N/A,N/A
34416,19,22,1.078,1.02,7.56,30.94,22.52,26.8,60,1.058,76,2.7,Specific Gravity,All Grain,1.75,10,N/A,N/A
71983,114,20.82,1.06,1.017,5.55,18.55,33,27.25,90,1.046,75,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A
57039,80,25,1.053,1.008,5.93,38.42,3.18,29,60,1.046,80,2.5,Specific Gravity,All Grain,1.5,13,N/A,N/A
5993,4,17.03,1.055,1.015,5.21,39,13.39,13.25,60,1.071,70,1.5,Specific Gravity,All Grain,N/A,17.22,N/A,N/A
70307,61,11,1.069,1.014,7.22,34.31,11.79,7.5,60,1.101,75,N/A,Specific Gravity,extract,N/A,19,N/A,N/A
33617,65,62.46,1.056,1.014,5.55,65.72,7.55,15.14,60,1.065,75,N/A,Specific Gravity,extract,1.25,17.78,N/A,N/A
3951,111,19.87,1.042,1.013,3.71,0,6.64,11.36,60,1.073,35,N/A,Specific Gravity,extract,N/A,N/A,Force,N/A
6963,7,56.78,1.077,1.015,8.11,152.85,7.97,45.42,60,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
